x1,x2,x3,x4,y
7,5,6,6,1.866761538
7,7,6,4,1.639203203
7,4,5,3,0.691043474
7,3,2,5,0.804822641
7,6,6,7,0.766896252
8,9,6,7,0.956528198
8,9,6,7,1.740340241
7,5,6,3,-0.927149131
7,4,1,4,0.096863377
6,5,6,5,0.728969863
6,6,6,6,0.577264306
6,6,6,7,0.943886068
7,5,6,7,0.577264306
6,5,6,4,-0.370895423
7,6,11,5,0.804822641
6,4,6,5,0.994454587
7,6,6,6,1.108233755
7,7,5,7,0.615190695
6,7,5,7,0.210642544
7,7,6,5,0.678401344
7,5,6,4,1.032380976
8,7,7,4,0.058936987
8,6,6,3,-1.078854688
8,4,4,8,0.85539116
8,5,5,7,0.337063841
7,5,6,5,-0.914507001
7,5,3,5,-0.50995885
6,5,6,5,0.362348101
6,6,6,6,0.172716155
7,6,5,7,-0.029557921
7,6,4,7,-0.408821812
8,6,6,6,-0.206547737
7,5,5,2,0.551980047
7,5,3,1,1.449571257
6,4,6,7,0.589906436
7,4,6,6,1.120875884
7,4,5,7,1.411644868
6,2,6,6,0.374990231
6,3,6,5,0.438200879
7,8,4,7,-0.383537553
7,5,6,6,0.564622177
7,7,6,5,-0.408821812
7,6,6,5,1.7656245
7,3,6,5,1.854119409
7,4,5,4,1.727698111
5,4,5,1,1.373718479
7,3,7,2,-0.762801445
7,6,6,2,2.069035614
7,6,6,2,2.321878208
6,4,5,1,1.449571257
6,2,5,5,-1.028286169
6,2,5,3,0.792180512
5,3,5,3,0.324421712
7,2,6,1,1.411644868
7,5,5,1,2.056393484
7,4,6,1,0.286495323
7,6,5,6,-0.901864872
6,2,6,5,1.904687927
6,2,6,5,1.993182835
6,0,6,6,1.904687927
7,3,8,2,-0.826012093
7,2,8,1,-0.092768569
7,2,7,1,-0.724875055
7,5,5,2,1.7656245
7,3,6,6,2.2333833
7,4,6,6,1.222012922
7,5,6,5,0.85539116
8,3,1,-1,0.539337917
8,2,9,1,-0.193905607
8,3,4,3,0.198000414
8,6,5,2,0.728969863
7,5,4,0,0.160074025
8,3,7,1,1.942614317
7,4,5,2,1.512781906
7,6,7,3,1.702413852
7,7,6,3,1.462213387
8,8,7,3,0.86803329
7,8,5,1,1.31050783
7,8,6,1,-0.927149131
5,5,5,3,-0.826012093
5,4,6,3,-0.49731672
8,8,6,3,-0.53524311
8,8,6,3,-0.383537553
7,8,5,1,0.526695787
7,4,5,8,-0.320326904
5,3,6,8,-0.53524311
5,2,6,5,0.488769398
7,4,6,1,2.751710619
7,5,6,1,2.334520338
7,4,5,2,2.776994878
7,8,6,4,0.981812457
7,8,6,3,-0.636380147
7,7,6,1,-0.737517185
6,2,7,4,-0.97771765
7,4,5,6,2.562078673
8,6,6,7,1.171444403
7,5,6,9,1.550708295
7,3,5,8,1.993182835
6,3,5,8,-1.167349596
6,2,6,6,1.247297182
6,4,6,6,1.550708295
7,5,5,2,-0.168621348
4,11,5,4,0.41291662
4,3,6,4,0.539337917
7,8,6,8,-0.96507552
6,8,6,8,-0.206547737
7,5,6,6,1.449571257
6,1,6,6,1.664487463
6,6,5,3,2.031109225
6,7,5,1,0.665759214
6,6,6,7,1.31050783
6,6,6,7,-0.737517185
7,7,6,8,-0.484674591
6,3,6,6,-0.53524311
7,7,6,3,-0.04220005
7,5,4,2,0.248568933
7,7,7,1,-0.370895423
6,2,6,8,-0.257116256
6,2,6,6,-0.97771765
7,7,4,3,1.411644868
7,7,4,3,0.85539116
6,3,6,8,2.347162468
5,3,5,8,2.056393484
7,6,6,1,0.299137452
7,5,7,2,-0.53524311
8,5,6,2,-0.269758385
8,5,6,3,0.008368469
7,5,6,7,-0.863938482
8,5,7,2,0.198000414
7,4,5,2,1.222012922
7,4,7,4,1.373718479
7,7,6,4,0.943886068
7,8,6,3,1.651845333
7,7,6,2,0.931243939
7,5,6,8,0.766896252
5,2,6,8,0.349705971
6,4,6,8,-1.647750525
6,4,6,7,0.779538382
6,6,7,8,-1.647750525
5,7,6,8,-0.50995885
5,5,6,8,-2.064940806
6,6,6,9,-1.078854688
5,8,6,9,-3.581996373
4,6,6,9,-1.281128763
5,5,6,9,-1.116781077
5,6,6,5,-2.001730158
5,3,5,4,-1.774171823
5,6,5,4,0.526695787
6,7,6,4,-1.673034785
6,4,5,4,-1.925877379
6,5,6,4,-1.533971358
6,5,6,4,-1.066212558
6,5,5,4,-0.813369964
7,7,6,4,-1.42019219
7,7,5,4,-0.332969034
6,4,4,4,-1.44547645
6,4,5,4,-1.230560244
7,6,5,3,0.678401344
6,2,5,2,-0.04220005
7,3,6,3,0.299137452
7,6,6,3,-0.724875055
6,4,6,7,-0.712232926
7,7,7,7,-0.092768569
6,7,6,7,-0.016915791
6,7,6,8,0.526695787
5,5,6,8,0.627832825
6,5,6,3,1.146160144
6,5,5,3,-1.230560244
7,6,5,3,-1.344339412
7,6,5,2,-1.559255617
6,7,5,8,-1.483402839
6,7,6,7,-1.597182007
6,8,4,4,0.38763236
7,8,7,3,-0.775443574
6,6,6,8,-0.446748202
6,8,6,8,-1.078854688
6,5,6,8,-0.50995885
6,7,6,8,-0.712232926
6,9,4,3,-0.598453758
6,7,5,9,0.084221247
6,6,6,8,-0.04220005
6,6,6,9,-0.358253293
6,8,5,8,0.362348101
5,5,5,8,-1.230560244
5,5,6,10,-1.192633855
5,8,6,10,-0.434106072
5,6,5,10,-0.97771765
5,7,6,10,-0.901864872
7,3,5,6,-2.115509325
5,5,6,9,-1.281128763
4,4,6,9,-0.016915791
4,5,6,9,-1.356981542
5,4,6,9,-0.130694958
6,2,4,3,1.500139776
6,3,4,3,-0.155979218
6,2,5,4,0.463485139
5,3,6,9,-0.06748431
7,5,6,4,-0.585811628
7,6,6,4,-1.508687098
7,6,5,3,-0.623738018
7,3,5,3,0.678401344
6,2,5,1,3.029837473
6,2,5,2,-0.598453758
7,3,5,3,-1.736245434
6,7,5,3,0.615190695
7,6,6,3,-0.143337088
6,4,5,2,-0.573169499
6,4,4,3,-0.383537553
6,4,5,3,-0.547885239
6,5,5,4,-0.800727834
6,5,5,4,-1.053570428
6,5,4,3,-0.05484218
8,2,5,3,-0.914507001
7,5,4,4,0.021010598
6,5,5,3,0.42555875
5,8,7,10,2.359804597
7,7,5,6,0.779538382
6,5,5,3,1.80355089
6,5,5,3,0.754254122
6,5,4,5,0.577264306
4,6,6,9,0.691043474
4,2,6,8,0.589906436
4,4,6,8,0.665759214
6,8,5,4,0.38763236
6,6,4,3,0.337063841
5,6,5,3,1.095591625
6,6,5,3,0.943886068
7,5,5,5,1.892045798
7,6,5,5,0.817464771
6,5,5,3,1.32314996
6,6,4,3,1.108233755
6,5,4,5,-0.155979218
8,4,6,7,1.272581441
6,8,5,4,0.653117085
6,5,5,4,0.438200879
6,3,4,3,1.601276814
6,3,5,3,0.703685603
6,3,4,4,1.057665236
5,3,6,8,0.716327733
4,2,6,8,-0.636380147
7,8,5,4,0.85539116
6,8,6,4,0.564622177
7,8,5,4,0.703685603
7,6,5,4,1.171444403
6,3,5,3,0.261211063
6,4,5,4,0.779538382
7,6,5,5,0.223284674
6,5,4,5,0.008368469
5,4,5,4,0.691043474
6,6,4,3,0.678401344
5,5,5,9,0.830106901
4,3,6,8,0.703685603
5,2,6,9,0.235926804
5,2,6,9,0.122147636
5,3,6,8,1.677129592
4,1,7,9,0.122147636
7,5,5,4,-0.029557921
6,5,5,4,1.019738847
6,8,3,4,0.716327733
6,5,5,3,0.463485139
6,7,4,3,0.311779582
7,7,5,3,1.386360609
5,1,5,9,-0.168621348
5,4,6,8,0.172716155
4,2,6,8,-0.282400515
6,5,5,4,0.981812457
6,5,5,3,0.943886068
5,5,5,4,1.399002738
6,5,4,4,0.716327733
6,8,4,3,1.272581441
6,8,4,3,1.436929128
6,6,5,5,1.247297182
7,9,6,4,0.488769398
6,7,5,4,1.727698111
6,8,4,4,1.082949495
7,7,4,5,0.046294858
7,5,4,5,1.108233755
7,5,4,4,1.399002738
6,8,3,4,0.653117085
5,8,4,3,1.411644868
6,6,4,4,1.424286998
5,4,4,4,1.841477279
6,5,4,3,0.88067542
5,6,4,5,0.969170328
6,7,5,4,0.969170328
5,7,4,3,1.411644868
5,5,4,2,1.259939311
5,4,5,3,0.88067542
6,5,4,3,0.311779582
6,5,4,3,0.85539116
6,4,4,3,2.385088857
6,4,6,3,0.374990231
7,8,4,6,1.158802274
6,5,5,3,0.703685603
6,4,4,3,0.85539116
6,5,6,3,0.374990231
6,5,5,3,1.424286998
7,4,6,5,0.349705971
6,4,6,3,1.045023106
6,5,4,3,1.32314996
5,6,5,3,1.79090876
5,5,4,3,1.297865701
5,6,4,4,0.830106901
5,5,4,3,0.905959679
5,5,4,4,1.677129592
6,9,5,4,0.160074025
6,9,4,3,0.981812457
5,9,4,3,0.501411528
5,8,5,7,-0.826012093
6,7,2,2,0.728969863
6,7,2,2,0.678401344
6,7,4,4,-0.674306537
5,7,5,9,0.514053658
6,0,6,6,-0.05484218
6,7,5,2,1.120875884
5,5,4,3,2.271309689
5,6,2,6,1.032380976
6,11,3,3,1.259939311
5,6,4,2,0.476127268
5,5,5,3,1.171444403
5,7,3,3,1.828835149
6,8,5,3,-0.52260098
6,8,4,3,1.487497646
6,6,5,3,0.665759214
5,11,4,3,0.85539116
5,9,5,3,0.235926804
6,10,4,2,-0.345611164
5,7,5,3,1.563350425
6,4,4,5,-0.244474126
5,9,5,4,0.476127268
5,9,2,3,-0.826012093
6,8,4,3,-0.105410699
3,4,5,8,-0.813369964
4,2,5,9,-0.686948666
4,5,5,9,0.109505506
4,4,5,9,-0.99035978
4,4,5,9,0.817464771
3,5,5,9,-0.332969034
3,4,4,9,-0.206547737
5,9,5,10,0.956528198
4,6,5,9,0.956528198
3,4,4,8,-0.320326904
5,11,6,4,-0.345611164
6,9,3,2,0.273853193
3,7,5,9,-0.181263477
4,4,6,8,-0.52260098
4,4,5,8,-0.332969034
4,3,6,8,0.210642544
6,8,6,3,0.008368469
6,8,5,3,0.640474955
5,8,2,5,0.286495323
6,12,4,4,0.589906436
6,10,4,4,0.86803329
5,11,4,4,-0.459390331
6,10,6,4,0.147431896
3,3,5,9,-0.206547737
4,4,6,8,-0.06748431
4,5,5,8,-0.96507552
4,6,5,8,0.488769398
4,3,5,8,-0.876580612
4,3,5,8,-0.611095888
4,4,5,8,0.41291662
4,3,5,8,-0.092768569
5,6,5,9,0.362348101
5,9,4,3,-0.889222742
6,9,3,4,0.198000414
6,12,4,4,-0.788085704
5,10,4,3,0.311779582
5,10,7,4,0.349705971
6,9,4,4,0.362348101
6,11,5,4,-0.358253293
6,10,3,3,-1.344339412
5,11,4,4,-0.674306537
6,11,4,4,-0.282400515
5,10,5,3,-0.952433391
3,5,5,9,-0.168621348
3,4,5,8,0.058936987
4,1,5,9,-0.838654223
4,4,5,9,-0.724875055
6,10,5,4,-0.06748431
3,1,5,8,-1.104138947
3,1,5,8,-0.04220005
4,6,6,9,-1.129423207
7,4,5,7,0.033652728
6,12,6,4,-1.053570428
4,3,5,9,-1.003001909
